"NO_OUV","ADR","ACC_UNI","ASC","TYP_CHA","x","y","Longitude","lat"
341,"12100 Avenue François-Larocque , Montréal","NON","?","Électricité",298214.01418666,5055420.3303404,-73.584481,45.638648
342,"4101 Rue Sherbrooke E, Montréal","NON","?","",300256.65265849,5046686.4971415,-73.558198,45.560075
343,"11770 Rue Gilles-Trottier , Montréal","NON","?","Électricité",298853.74556302,5055102.739679,-73.576271,45.635796
345,"227 Rue Riverside , Montréal","NON","0","",300887.69030659,5038962.0313909,-73.550053,45.490571
346,"1139 Rue Ottawa , Montréal","NON","0","Électricité",300098.16945647,5039282.7323527,-73.560157,45.493452
347,"1690 Rue Richardson , Montréal","NON","0","Électricité",300044.73684574,5038284.2759577,-73.560831,45.484467
348,"12275 Avenue Pierre-Blanchet , Montréal","NON","?","Électricité",296675.06756528,5054305.4727077,-73.604203,45.6286
349,"120 Rue Legendre O, Montréal","NON","0","Électricité",293153.00234225,5044463.6025344,-73.649139,45.53999
350,"4101 Rue Sherbrooke E, Montréal","NON","0","",300428.80332516,5046265.0764559,-73.555989,45.556284
352,"11750 Rue La Valinière , Montréal","NON","?","",297568.06357774,5054218.024265,-73.592749,45.627823
353,"2450 Rue Workman , Montréal","1","0","Électricité",298931.94787583,5038189.6368209,-73.575065,45.483607
354,"3024 Rue Sainte-Émilie , Montréal","NON","4","",298794.39065922,5037724.471912,-73.576819,45.47942
356,"3302 Rue Saint-Ambroise , Montréal","NON","0","",298875.76857486,5037636.263396,-73.575777,45.478627
357,"2100 Chemin Remembrance , Montréal","NON","?","Électricité",297021.8763876,5039835.6657351,-73.599525,45.4984
359,"4455 Boulevard Pie-IX , Montréal","NON","0","",300219.1393035,5046309.2407197,-73.558675,45.55668
361,"9393 Boulevard Gouin O, Montréal","1","0","",284776.6116533,5041176.4651812,-73.756263,45.510221
365,"1552 Rue Dufresne , Montréal","NON","0","Électricité",300982.52123058,5043224.6129175,-73.548873,45.528928
368,"8505 Avenue de l' Épée (MTL) , Montréal","NON","0","Électricité",293703.44566501,5043728.3515504,-73.642074,45.533383
369,"6877 Boulevard Maurice-Duplessis , Montréal","NON","0","",296220.8821257,5053339.8894864,-73.610011,45.619906
370,"390 Rue de Port-Royal E, Montréal","NON","0","Électricité",292700.10364044,5045460.3087604,-73.654963,45.548951
371,"8000 Boulevard Gouin E, Montréal","NON","0","Électricité",297092.63046832,5055835.3604091,-73.598872,45.642371
373,"9300 Rue Saint-Denis , Montréal","1","0","Électricité",293144.03641945,5045312.444485,-73.649274,45.547628
375,"285 Rue Faillon O, Montréal","NON","0","",294965.7354175,5043708.4696309,-73.625912,45.533223
376,"7075 Rue Saint-Hubert , Montréal","NON","0","Électricité",296061.70606488,5044502.5462942,-73.611894,45.540383
377,"795 Rue Jarry E, Montréal","NON","0","Électricité",294903.05644112,5045168.9406306,-73.626744,45.546364
379,"350 Rue Sauvé E, Montréal","NON","0","Électricité",292561.87830999,5045531.3656205,-73.656735,45.549588
380,"7205 Rue Chambord , Montréal","1","0","Électricité",296180.20966452,5045037.8079705,-73.610386,45.545201
382,"7920 Boulevard Saint-Laurent , Montréal","NON","?","",294733.39676681,5044160.6932904,-73.628896,45.537289
383,"205 Rue Faillon O, Montréal","NON","0","Électricité",294904.69785661,5043834.361785,-73.626696,45.534355
384,"2525 Rue Théodore , Montréal","NON","0","Électricité",301365.30922056,5046736.9120088,-73.543997,45.560535
385,"470 Rue Fortune , Montréal","NON","?","",300491.73799943,5037510.1512207,-73.555106,45.477504
387,"2325 Boulevard de Maisonneuve E, Montréal","NON","0","Électricité",300933.50147053,5043150.4057532,-73.5495,45.52826
388,"8888 Avenue De Chateaubriand , Montréal","NON","0","Électricité",293993.63802545,5045425.7154206,-73.638396,45.548661
390,"9900 Avenue Hamel , Montréal","NON","0","Électricité",292951.54539804,5046748.1830969,-73.651774,45.560544
393,"8585 Boulevard De La Vérendrye , Lasalle","1","4","Gaz naturel",295474.1700514,5031684.3987794,-73.619174,45.425032
395,"4422 Avenue de l' Esplanade , Montréal","1","0","Électricité",298007.59175438,5041977.9025551,-73.586942,45.517687
396,"3161 Rue Joseph , Montréal","NON","1","",298881.53414987,5036701.6531651,-73.575692,45.470217
397,"7390 Rue de la Roche (MTL) , Montréal","NON","0","Électricité",295845.1876901,5044963.380785,-73.614675,45.544527
399,"1650 Avenue Valois , Montréal","NON","0","",301599.30578338,5045110.6049986,-73.540989,45.545902
400,"3161 Rue Joseph , Montréal","1","2","",299087.71738089,5036862.1586609,-73.573057,45.471663
401,"3161 Rue Joseph , Montréal","1","0","",299096.85651839,5037025.5144319,-73.572942,45.473133
405,"388 Rue de Port-Royal E, Montréal","NON","?","Électricité",292715.71770839,5045499.7325666,-73.654764,45.549306
406,"999 Boulevard Henri-Bourassa O, Montréal","NON","?","",290771.12700497,5044614.5071034,-73.679643,45.541304
407,"4040 Rue Sherbrooke E, Montréal","NON","1","Électricité",300590.94053251,5045999.8108461,-73.55391,45.553898
408,"999 Boulevard Henri-Bourassa O, Montréal","NON","?","Électricité",290619.44866616,5044675.1929622,-73.681587,45.541847
409,"4170 Rue De Salaberry , Montréal","NON","0","Électricité",288882.39391809,5043860.4243012,-73.703804,45.534478
410,"801 Rue Brennan , Montréal","NON","?","",300590.68483462,5039568.5499466,-73.553858,45.496027
411," Rue Notre-Dame O, Montréal","NON","?","",296223.85152056,5035589.3057746,-73.609662,45.46018
412,"505 Rue Sainte-Catherine E, Montréal","NON","?","",300120.81934055,5041673.3631537,-73.55989,45.514964
413,"2075 Rue Plessis , Montréal","NON","0","Électricité",299970.60095421,5042715.7737921,-73.561823,45.524343
415,"1065 Rue Clark , Montréal","NON","?","",300085.78048128,5040891.9177098,-73.560331,45.507932
417,"8615 Rue Hochelaga E, Montréal","NON","0","Électricité",303182.36441498,5051174.1303954,-73.520736,45.600469
418,"12145 Boulevard de la Rivière-des-Prairies , Montréal","NON","0","Électricité",299899.29423612,5056980.65098,-73.562879,45.652702
419,"8639 Avenue Pierre-De Coubertin , Montréal","NON","0","Électricité",303035.18141005,5051281.4107527,-73.522623,45.601434
421,"2915 Rue Monsabré , Montréal","NON","0","Électricité",301416.53953011,5048073.2510242,-73.54335,45.57256
422,"6700 Rue Notre-Dame E, Montréal","NON","0","Électricité",303549.86002146,5048368.2895084,-73.516018,45.575222
423,"13600 Rue Forsyth , Montréal","NON","?","Électricité",304427.37393908,5058206.869364,-73.504782,45.663753
424,"4101 Rue Sherbrooke E, Montréal","NON","?","",300272.75337726,5046390.098526,-73.557989,45.557408
425,"4101 Rue Sherbrooke E, Montréal","NON","?","",300296.97044196,5046411.9806386,-73.557679,45.557605
427,"4101 Rue Sherbrooke E, Montréal","NON","?","",300261.14799237,5046433.5627222,-73.558138,45.557799
428,"4101 Rue Sherbrooke E, Montréal","NON","?","",300253.19661281,5046448.9042033,-73.55824,45.557937
430,"955 Rue de Louvain E, Montréal","NON","0","Électricité",293121.79070301,5046068.617489,-73.649577,45.554432
431,"1196 Voie Camillien-Houde , Montréal","2","0","Électricité",297964.74998529,5040445.4546065,-73.587469,45.503897
432,"4101 Rue Sherbrooke E, Montréal","NON","?","",300449.73755888,5046389.7584932,-73.555722,45.557406
434,"2060 Rue Dickson , Montréal","1","2","Électricité",302296.13202413,5047413.487328,-73.532077,45.566627
435,"2150 Rue Dickson , Montréal","NON","0","",302195.03237767,5047372.9634157,-73.533372,45.566262
436,"2060 Rue Dickson , Montréal","NON","0","",302260.35906446,5047355.6017395,-73.532535,45.566106
437,"4101 Rue Sherbrooke E, Montréal","NON","?","",300135.44361021,5046833.2813126,-73.559752,45.561395
438,"2100 Rue Dickson , Montréal","NON","1","Électricité",302192.02174122,5047466.4324396,-73.533411,45.567103
441,"7944 Rue Hochelaga , Montréal","NON","0","Électricité",302926.2458605,5050390.0546977,-73.524016,45.593413
443,"6405 16e Avenue , Montréal","NON","0","",298588.92503195,5046473.5565834,-73.579558,45.558146
444,"12141 Rue Pasteur , Montréal","NON","0","Électricité",289198.70045661,5044674.2328695,-73.69978,45.541808
445,"4101 Rue Sherbrooke E, Montréal","NON","?","",300470.09441027,5046359.7355947,-73.555461,45.557136
446,"3800 Rue Beaubien E, Montréal","NON","?","Électricité",298442.08845641,5046642.9629385,-73.581441,45.559669
449," Boulevard De La Vérendrye , Montréal","NON","?","",295198.39575264,5031781.4881528,-73.6227,45.425902
450,"2800 Rue Viau , Montréal","4","2","Électricité",301109.90826982,5046921.2098016,-73.54727,45.562192
451,"7050 Boulevard De La Vérendrye , Montréal","NON","0","",296856.21714802,5033174.0725984,-73.601537,45.438454
452,"3400 Boulevard des Trinitaires , Montréal","2","0","",296274.93336037,5033582.6820472,-73.608974,45.442124
453,"6345 Rue Saint-Jacques , Montréal","NON","0","",295363.72505946,5035890.5948623,-73.620666,45.46288
454,"3705 Rue Saint-Patrick , Montréal","NON","?","Électricité",298621.02748965,5037051.8569751,-73.579028,45.473366
455,"8000 Rue De Normanville , Montréal","2","0","Électricité",295313.57527971,5045385.7915662,-73.621491,45.548321
456,"14680 Boulevard de Pierrefonds (PFD) , Montréal","NON","?","Électricité",276921.2425331,5038540.8207256,-73.856646,45.486235
457,"6891 Boulevard Gouin O, Montréal","NON","0","",286661.85570122,5043217.2222039,-73.732211,45.528636
458,"1890 Avenue Jeanne-d'Arc , Montréal","NON","0","",301577.38999969,5045471.3498264,-73.541272,45.549148
459,"3150 Boulevard des Trinitaires , Montréal","NON","?","",296974.88571403,5033856.0384381,-73.600031,45.444592
462," Rue Paré , Montréal","NON","0","Électricité",292747.31701862,5039838.6360218,-73.65422,45.498366
465,"1855 Rue de Ville-Marie , Montréal","NON","0","Électricité",302185.28286456,5046645.0631413,-73.533493,45.559712
466,"8485 Avenue Pierre-De Coubertin , Montréal","NON","0","Électricité",302945.6541552,5051097.6230091,-73.52377,45.59978
467,"15555E Boulevard Gouin , Montréal","NON","?","",305044.52966624,5061968.5325299,-73.49686,45.697601
468,"6885 1re Avenue , Montréal","NON","0","",297283.19138308,5045936.8947719,-73.596275,45.553304
469,"4010 Rue Saint-Donat , Montréal","NON","0","Électricité",302157.79946553,5051257.6084547,-73.53387,45.601217
470,"6405 16e Avenue , Montréal","NON","0","",298609.42210476,5046592.8981051,-73.579297,45.55922
471,"1000 Rue Lambert-Closse , Montréal","NON","0","",298440.71923545,5038585.1850087,-73.581354,45.487162
472,"3950 Boulevard Saint-Laurent , Montréal","1","0","Électricité",298643.63613214,5041841.4393804,-73.578799,45.516465
473,"2330 Rue Rachel E, Montréal","NON","0","Électricité",299771.0493717,5043928.7008929,-73.56439,45.535256
474," Avenue De Montmagny , Montréal","NON","0","Électricité",296606.89520842,5035283.4162428,-73.604759,45.457432
475,"9200 Rue Notre-Dame E, Montréal","NON","0","Électricité",303879.63606496,5051754.9864736,-73.511799,45.605697
476,"6265 Avenue Biermans , Montréal","NON","0","",294057.00986063,5036871.409554,-73.637397,45.471687
478,"9515 Rue Saint-Hubert , Montréal","NON","1","Gaz naturel",293096.65807489,5045991.430037,-73.649897,45.553737
479,"4355 Rue Cartier , Montréal","NON","0","Électricité",299200.95030466,5043714.3702006,-73.571687,45.533323
480,"8780 Avenue Dubuisson , Montréal","1","0","Électricité",303519.08554312,5051325.8550435,-73.51642,45.601835
481,"3175 Rue de Rouen , Montréal","NON","0","Électricité",300781.59217879,5044644.8800357,-73.551457,45.541707
482,"11301 Boulevard de l' Acadie , Montréal","1","0","Électricité",290342.45361619,5044101.1575426,-73.685117,45.536676
484,"6550 43e Avenue , Montréal","NON","0","Électricité",299299.06405963,5048352.9180244,-73.570483,45.575063
485,"6655 Avenue De Gaspé , Montréal","NON","0","Électricité",296262.73409651,5043704.2292215,-73.609306,45.533202
488,"3099 Rue Saint-Joseph , Lachine","NON","0","",289754.24948886,5032567.7240591,-73.692295,45.432881
489," 27e Avenue , Lachine","NON","0","",290074.87814655,5032862.9025568,-73.688206,45.435544
490,"999 Boulevard Henri-Bourassa O, Montréal","NON","0","Électricité",290800.07035648,5044601.1058096,-73.679272,45.541184
491,"7565 Boulevard Gouin E, Montréal","NON","0","",296454.79620534,5055241.8431086,-73.607044,45.637023
492,"10195 Boulevard Gouin E, Montréal","NON","0","",300088.56841311,5058272.8757365,-73.560463,45.664331
494,"15839 Rue Sherbrooke E, Montréal","NON","0","",304966.35209838,5061615.2284205,-73.497864,45.694422
497,"5444 Rue Boyer , Montréal","NON","0","",297633.48099604,5043649.3939275,-73.591755,45.532724
499,"6100 Avenue Pierre-De Coubertin , Montréal","1","0","",301909.8962368,5048415.0640242,-73.537031,45.575638
500,"10600 Rue Saint-Hubert , Montréal","NON","0","",291812.0566194,5046323.4720936,-73.666359,45.556702
502,"3400 Avenue Pierre-Dupuy , Montréal","NON","?","",301386.06199126,5040537.1234566,-73.543688,45.504747
503,"4400 Rue Notre-Dame E, Montréal","NON","0","",302372.11553912,5045690.811014,-73.531095,45.551126
506,"2200 Rue Dickson , Montréal","NON","0","",302168.15110592,5047500.0056809,-73.533717,45.567405
507,"3300 Avenue Newman , Montréal","NON","0","",296517.79686616,5035153.2836793,-73.605896,45.45626
509,"3453 Avenue de Kent , Montréal","NON","0","",294485.03163221,5040353.7457526,-73.631996,45.503029
510," Avenue Pierre-Dupuy , Montréal","NON","?","",301407.62309723,5040534.3331872,-73.543412,45.504722
511,"2315 Rue Nicolet , Montréal","NON","0","",300993.96989741,5045353.8784852,-73.548743,45.548088
512,"470 Rue Fortune , Montréal","NON","0","",300660.27590236,5037598.0497067,-73.552951,45.478296
514,"2980 Rue Viau , Montréal","NON","0","",301001.69857235,5047037.6310414,-73.548657,45.563239
515,"3500 Avenue Émile-Duployé , Montréal","NON","0","",299585.56942146,5043010.0222,-73.566755,45.526988
516,"4900 Avenue de Hampton , Montréal","NON","0","",294238.62134924,5037183.3796728,-73.635081,45.474497
518,"5001 Rue Saint-Patrick , Montréal","NON","0","",297998.78254965,5036440.5079531,-73.586978,45.467859
522,"7850 Boulevard Saint-Laurent , Montréal","NON","0","Électricité",294841.72194075,5044160.8533058,-73.627509,45.537292
523," Avenue Pierre-Dupuy , Montréal","NON","?","",301412.70406175,5040537.5534981,-73.543347,45.504751
524,"3630 Rue Legendre E, Montréal","NON","0","",295094.39269788,5048359.9086993,-73.624357,45.57508
525," Avenue Pierre-Dupuy , Montréal","NON","?","",301418.09846241,5040540.5537878,-73.543278,45.504778
526," Avenue Pierre-Dupuy , Montréal","NON","?","",301432.73098038,5040867.485351,-73.543093,45.50772
527,"5630 Rue Chauveau , Montréal","NON","0","",301197.50541802,5047883.8927428,-73.546155,45.570855
528,"9175 Boulevard Perras , Montréal","1","0","Électricité",298731.34050848,5056863.429663,-73.577863,45.651638
533,"85 Chemin Macdonald , Montréal","NON","?","",302407.74827737,5041655.5114302,-73.530619,45.514815
536,"221 Chemin du Tour-de-l'Isle , Montréal","NON","0","",302178.37902153,5041904.9855154,-73.533556,45.517059
539,"41 Chemin du Tour-de-l'Isle , Montréal","1","0","",302153.52683626,5042059.460429,-73.533875,45.518449
542," Avenue Pierre-Dupuy , Montréal","NON","?","",301401.76679071,5040531.5629197,-73.543487,45.504697
545,"7600 Rue François-Perrault , Montréal","NON","?","",296868.5153917,5046976.4851381,-73.601603,45.562654
549," Rue Notre-Dame E, Montréal","NON","?","",305368.27618853,5054946.6846128,-73.492711,45.634417
551,"6445 Avenue de Monkland , Montréal","NON","1","Électricité",294467.01730343,5036281.0825615,-73.632141,45.466381
552,"9260 Rue Saint-Denis , Montréal","NON","0","",293197.2545739,5045289.4522653,-73.648592,45.547422
554,"2000 Chemin Remembrance , Montréal","NON","0","",297033.82820189,5039828.2050148,-73.599372,45.498333
555," Rue La Galissonnière , Montréal","NON","0","",300923.85093726,5057947.9043625,-73.549741,45.661412
557," 89e Avenue , Montréal","NON","0","",301724.70497773,5059211.3763431,-73.539472,45.672785
558,"5515 Rue Lacordaire , Montréal","NON","0","Électricité",300477.27869615,5048619.3737491,-73.555389,45.577469
559,"11400 Rue Léopold-Christin , Montréal","NON","0","",299921.37498619,5055720.9393624,-73.562583,45.641367
560,"3430 Rue de Bellechasse , Montréal","8","1","Électricité",298528.21740382,5046188.8991014,-73.580332,45.555584
561," 85e Avenue , Montréal","NON","0","",305767.71753464,5061330.4709289,-73.487575,45.691859
562," Avenue Yves-Thériault , Montréal","NON","0","",304450.60945382,5059957.4483718,-73.504485,45.679505
563," Rue Notre-Dame E, Montréal","NON","0","",305294.10730373,5059255.9806493,-73.493658,45.673193
564," Place Saint-Georges , Montréal","NON","0","",305373.53861607,5057153.3476528,-73.492641,45.654273
565,"6200 Avenue de Darlington , Montréal","NON","0","",294872.30670774,5040887.217256,-73.627051,45.507835
